         -3.14077          -3.14159           0.00000
         -3.14077          -3.07938           0.00000
         -3.14077          -3.01717           0.00000
         -3.14077          -2.95496           0.00000
         -3.14077          -2.89275           0.00000
         -3.14077          -2.83054           0.00000
         -3.14077          -2.76833           0.00000
         -3.14077          -2.70612           0.00000
         -3.14077          -2.64391           0.00000
         -3.14077          -2.58170           0.00000
         -3.14077          -2.51949           0.00000
         -3.14077          -2.45729           0.00000
         -3.14077          -2.39508           0.00000
         -3.14077          -2.33287           0.00000
         -3.14077          -2.27066           0.00000
         -3.14077          -2.20845           0.00000
         -3.14077          -2.14624           0.00000
         -3.14077          -2.08403           0.00000
         -3.14077          -2.02182           0.00000
         -3.14077          -1.95961           0.00000
         -3.14077          -1.89740           0.00000
         -3.14077          -1.83519           0.00000
         -3.14077          -1.77298           0.00000
         -3.14077          -1.71077           0.00000
         -3.14077          -1.64856           0.00000
         -3.14077          -1.58635           0.00000
         -3.14077          -1.52414           0.00000
         -3.14077          -1.46193           0.00000
         -3.14077          -1.39972           0.00000
         -3.14077          -1.33751           0.00000
         -3.14077          -1.27530           0.00000
         -3.14077          -1.21309           0.00000
         -3.14077          -1.15088           0.00000
         -3.14077          -1.08867           0.00000
         -3.14077          -1.02646           0.00000
         -3.14077          -0.96425           0.00000
         -3.14077          -0.90204           0.00000
         -3.14077          -0.83983           0.00000
         -3.14077          -0.77763           0.00000
         -3.14077          -0.71542           0.00000
         -3.14077          -0.65321           0.00000
         -3.14077          -0.59100           0.00000
         -3.14077          -0.52879           0.00000
         -3.14077          -0.46658           0.00000
         -3.14077          -0.40437           0.00000
         -3.14077          -0.34216           0.00000
         -3.14077          -0.27995           0.00000
         -3.14077          -0.21774           0.00000
         -3.14077          -0.15553           0.00000
         -3.14077          -0.09332           0.00000
         -3.14077          -0.03111           0.00000
         -3.14077           0.03110           0.00000
         -3.14077           0.09331           0.00000
         -3.14077           0.15552           0.00000
         -3.14077           0.21773           0.00000
         -3.14077           0.27994           0.00000
         -3.14077           0.34215           0.00000
         -3.14077           0.40436           0.00000
         -3.14077           0.46657           0.00000
         -3.14077           0.52878           0.00000
         -3.14077           0.59099           0.00000
         -3.14077           0.65320           0.00000
         -3.14077           0.71541           0.00000
         -3.14077           0.77762           0.00000
         -3.14077           0.83982           0.00000
         -3.14077           0.90203           0.00000
         -3.14077           0.96424           0.00000
         -3.14077           1.02645           0.00000
         -3.14077           1.08866           0.00000
